100,3,2,6,10
200,3,2,10,26
300,3,2,18,33
400,3,2,30,31
500,3,2,38,38
600,3,2,46,45
700,3,2,54,52
800,3,2,62,59
900,3,2,70,66
1000,3,2,78,73
1100,4,3,50,48
1200,4,3,54,54
1300,4,3,58,60
1400,4,3,62,66
1500,4,3,69,64
1600,4,3,73,70
1700,4,3,77,76
1800,4,3,84,74
1900,4,3,85,88
2000,4,3,89,94
2100,5,4,64,60
2200,5,4,68,60
2300,5,4,72,60
2400,5,4,76,60
2500,5,4,72,85
2600,5,4,76,85
2700,5,4,80,85
2800,5,4,84,85
2900,5,4,88,85
3000,5,4,92,85
3100,5,6,62,75
3200,5,6,70,60
3300,5,6,66,80
3400,5,6,74,65
3500,5,6,70,85
3600,5,6,78,70
3700,5,6,74,90
3800,5,6,82,75
3900,5,6,78,95
4000,5,6,86,80
4100,5,8,60,85
4200,5,8,64,80
4300,5,8,68,75
4400,5,8,72,70
4500,5,8,76,65
4600,5,8,80,60
4700,5,8,84,55
4800,5,8,72,95
4900,5,8,76,90
5000,5,8,80,85
5100,6,8,74,66
5200,6,8,72,79
5300,6,8,78,65
5400,6,8,76,78
5500,6,8,82,64
5600,6,8,80,77
5700,6,8,78,90
5800,6,8,84,76
5900,6,8,82,89
6000,6,8,88,75
6100,6,10,70,71
6200,6,10,70,76
6300,6,10,70,81
6400,6,10,70,86
6500,6,10,70,91
6600,6,10,70,96
6700,6,10,80,68
6800,6,10,80,73
6900,6,10,80,78
7000,6,10,80,83
7100,8,10,65,65
7200,8,10,65,70
7300,8,10,65,75
7400,8,10,70,58
7500,8,10,70,63
7600,8,10,70,68
7700,8,10,70,73
7800,8,10,70,78
7900,8,10,70,83
8000,8,10,70,88
8100,8,10,75,71
8200,8,10,75,76
8300,8,10,75,81
8400,8,10,75,86
8500,8,10,75,91
8600,8,10,80,74
8700,8,10,80,79
8800,8,10,80,84
8900,8,10,80,89
9000,8,10,80,94
9100,8,10,85,77
9200,8,10,85,82
9300,8,10,85,87
9400,8,10,85,92
9500,8,10,85,97
9600,8,10,90,80
9700,8,10,90,85
9800,8,10,90,90
9900,8,10,90,95
10000,8,10,95,78
10100,10,10,78,71
10200,10,10,78,76
10300,10,10,78,81
10400,10,10,78,86
10500,10,10,80,80
10600,10,10,80,85
10700,10,10,82,79
10800,10,10,82,84
10900,10,10,82,89
11000,10,10,84,83
11100,10,10,84,88
11200,10,10,86,82
11300,10,10,86,87
11400,10,10,88,81
11500,10,10,88,86
11600,10,10,88,91
11700,10,10,90,85
11800,10,10,90,90
11900,10,10,90,95
12000,10,10,92,89
12100,10,12,82,55
12200,10,12,80,70
12300,10,12,78,85
12400,10,12,88,35
12500,10,12,86,50
12600,10,12,84,65
12700,10,12,82,80
12800,10,12,80,95
12900,10,12,90,45
13000,10,12,88,60
13100,10,12,86,75
13200,10,12,84,90
13300,10,12,94,40
13400,10,12,92,55
13500,10,12,90,70
13600,10,12,88,85
13700,10,12,98,35
13800,10,12,96,50
13900,10,12,94,65
14000,10,12,92,80
14100,12,14,69,54
14200,12,14,68,64
14300,12,14,67,74
14400,12,14,66,84
14500,12,14,65,94
14600,12,14,71,59
14700,12,14,70,69
14800,12,14,69,79
14900,12,14,68,89
15000,12,14,74,54
15100,12,14,73,64
15200,12,14,72,74
15300,12,14,71,84
15400,12,14,70,94
15500,12,14,76,59
15600,12,14,75,69
15700,12,14,74,79
15800,12,14,73,89
15900,12,14,72,99
16000,12,14,78,64
16100,12,14,77,74
16200,12,14,76,84
16300,12,14,75,94
16400,12,14,81,59
16500,12,14,80,69
16600,12,14,79,79
16700,12,14,78,89
16800,12,14,77,99
16900,12,14,83,64
17000,12,14,82,74
17100,12,14,81,84
17200,12,14,80,94
17300,12,14,86,59
17400,12,14,85,69
17500,12,14,84,79
17600,12,14,83,89
17700,12,14,82,99
17800,12,14,88,64
17900,12,14,87,74
18000,12,14,86,84
18100,12,14,85,94
18200,12,14,91,59
18300,12,14,90,69
18400,12,14,89,79
18500,12,14,88,89
18600,12,14,87,99
18700,12,14,93,64
18800,12,14,92,74
18900,12,14,91,84
19000,12,14,90,94
19100,12,16,85,49
19200,12,16,80,84
19300,12,16,83,68
19400,12,16,86,52
19500,12,16,81,87
19600,12,16,84,71
19700,12,16,87,55
19800,12,16,82,90
19900,12,16,85,74
20000,12,16,88,58
